"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"UMANGDAIRY","Umang Dairies Limited","EQ"," Annual General Meeting/Dividend - Rs 0.50 Per Share","5","30-Aug-2021","-","01-Sep-2021","16-Sep-2021"
"SOMATEX","Soma Textiles & Industries Limited","EQ"," Annual General Meeting","10","30-Aug-2021","-","01-Sep-2021","10-Sep-2021"
"CLEDUCATE","CL Educate Limited","EQ"," Annual General Meeting","5","30-Aug-2021","-","01-Sep-2021","07-Sep-2021"
"BRITANNIA","Britannia Industries Limited","EQ"," Annual General Meeting","1","30-Aug-2021","-","01-Sep-2021","06-Sep-2021"
"HLEGLAS","HLE Glascoat Limited","EQ"," Dividend - Rs 4 Per Share","2","30-Aug-2021","-","01-Sep-2021","03-Sep-2021"
"AURUM","Aurum PropTech Limited","EQ"," Annual General Meeting","5","30-Aug-2021","-","01-Sep-2021","06-Sep-2021"
"IMPAL","India Motor Parts and Accessories Limited","EQ"," Annual General Meeting/Dividend - Rs 10 Per Share","10","30-Aug-2021","-","01-Sep-2021","08-Sep-2021"
"CAPACITE","Capacit'e Infraprojects Limited","EQ"," Annual General Meeting","10","30-Aug-2021","-","01-Sep-2021","07-Sep-2021"
"KITEX","Kitex Garments Limited","EQ"," Annual General Meeting/Dividend - Rs 1.50 Per Share","1","30-Aug-2021","31-Aug-2021","-","-"
"GANDHITUBE","Gandhi Special Tubes Limited","EQ"," Buy Back","5","30-Aug-2021","31-Aug-2021","-","-"
"CENTURYPLY","Century Plyboards (India) Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","1","31-Aug-2021","-","02-Sep-2021","08-Sep-2021"
"KEI","KEI Industries Limited","EQ"," Annual General Meeting","2","31-Aug-2021","-","02-Sep-2021","08-Sep-2021"
"ROSSELLIND","Rossell India Limited","EQ"," Annual General Meeting/Dividend - Rs 0.30 Per Share","2","31-Aug-2021","-","02-Sep-2021","09-Sep-2021"
"GMRINFRA","GMR Airports Infrastructure Limited","EQ"," Annual General Meeting","1","31-Aug-2021","-","02-Sep-2021","09-Sep-2021"
"ASHOKLEY","Ashok Leyland Limited","EQ"," Annual General Meeting/Dividend - Rs 0.60 Per Share","1","31-Aug-2021","-","02-Sep-2021","08-Sep-2021"
"EASTSILK","Eastern Silk Industries Limited","EQ"," Annual General Meeting","2","31-Aug-2021","-","02-Sep-2021","08-Sep-2021"
"GALAXYSURF","Galaxy Surfactants Limited","EQ"," Annual General Meeting/Dividend - Rs 4 Per Share","10","31-Aug-2021","01-Sep-2021","-","-"
"ADVENZYMES","Advanced Enzyme Technologies Limited","EQ"," Dividend - Rs 0.90 Per Share","2","31-Aug-2021","01-Sep-2021","-","-"
"MITTAL","Mittal Life Style Limited","EQ"," Bonus 1:10","1","31-Aug-2021","01-Sep-2021","-","-"
"PFC","Power Finance Corporation Limited","EQ"," Interim Dividend - Rs 2.25 Per Share","10","31-Aug-2021","01-Sep-2021","-","-"
"PFC","Power Finance Corporation Limited","EQ"," Annual General Meeting","10","31-Aug-2021","-","02-Sep-2021","21-Sep-2021"
"INDIACEM","The India Cements Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","10","31-Aug-2021","-","02-Sep-2021","08-Sep-2021"
"INDOTECH","Indo Tech Transformers Limited","EQ"," Annual General Meeting","10","31-Aug-2021","-","02-Sep-2021","08-Sep-2021"
"MAFATLAFIN","Mafatlal Finance Limited","EQ"," Annual General Meeting","10","31-Aug-2021","-","02-Sep-2021","08-Sep-2021"
"PODDARMENT","Poddar Pigments Limited","EQ"," Annual General Meeting/Dividend - Rs  2.50 Per Share","10","31-Aug-2021","-","02-Sep-2021","08-Sep-2021"
"TPLPLASTEH","TPL Plastech Limited","EQ"," Annual General Meeting/Dividend - Rs 3.50 Per Share","2","01-Sep-2021","-","03-Sep-2021","09-Sep-2021"
"BOMDYEING","Bombay Dyeing & Mfg Company Limited","EQ"," Annual General Meeting","2","01-Sep-2021","-","03-Sep-2021","09-Sep-2021"
"BLUEBLENDS","Blue Blends (I) Limited","EQ"," Annual General Meeting","10","01-Sep-2021","-","03-Sep-2021","09-Sep-2021"
"BANARISUG","Bannari Amman Sugars Limited","EQ"," Annual General Meeting/Dividend - Rs 10 Per Share","10","01-Sep-2021","-","03-Sep-2021","09-Sep-2021"
"LAMBODHARA","Lambodhara Textiles Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","5","01-Sep-2021","-","03-Sep-2021","09-Sep-2021"
"KPRMILL","K.P.R. Mill Limited","EQ"," Dividend - Rs 0.75 Per Share","1","01-Sep-2021","-","03-Sep-2021","09-Sep-2021"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","EQ"," Annual General Meeting/Dividend - Rs 8 Per Share","1","01-Sep-2021","02-Sep-2021","-","-"
"LGBBROSLTD","LG Balakrishnan & Bros Limited","EQ"," Annual General Meeting/Dividend - Rs 10 Per Share","10","01-Sep-2021","-","03-Sep-2021","09-Sep-2021"
"GEECEE","GeeCee Ventures Limited","EQ"," Dividend - Rs 1.90 Per Share","10","01-Sep-2021","02-Sep-2021","-","-"
"SURYAROSNI","Surya Roshni Limited","EQ"," Dividend - Rs 1.50 Per Share","5","02-Sep-2021","03-Sep-2021","-","-"
"JTEKTINDIA","Jtekt India Limited","EQ"," Dividend - Rs 0.15 Per Share","1","02-Sep-2021","-","04-Sep-2021","16-Sep-2021"
"TNPETRO","Tamilnadu PetroProducts Limited","EQ"," Annual General Meeting/Dividend - Rs 2.50 Per Share","10","02-Sep-2021","-","06-Sep-2021","15-Sep-2021"
"VSSL","Vardhman Special Steels Limited","EQ"," Annual General Meeting/Dividend - Rs 1.50 Per Share","10","02-Sep-2021","-","06-Sep-2021","17-Sep-2021"
"RAJMET","Rajnandini Metal Limited","EQ"," Bonus 1:2","1","02-Sep-2021","03-Sep-2021","-","-"
"SUNFLAG","Sunflag Iron And Steel Company Limited","EQ"," Annual General Meeting","10","02-Sep-2021","-","04-Sep-2021","13-Sep-2021"
"TRIL","Transformers And Rectifiers (India) Limited","EQ"," Annual General Meeting/Dividend - Rs 0.10 Per Share","1","02-Sep-2021","-","04-Sep-2021","07-Sep-2021"
"BAJAJHIND","Bajaj Hindusthan Sugar Limited","EQ"," Annual General Meeting","1","02-Sep-2021","-","04-Sep-2021","15-Sep-2021"
"GRSE","Garden Reach Shipbuilders & Engineers Limited","EQ"," Annual General Meeting/Dividend - Rs 1.15 Per Share","10","02-Sep-2021","-","04-Sep-2021","10-Sep-2021"
"AAREYDRUGS","Aarey Drugs & Pharmaceuticals Limited","EQ"," Annual General Meeting","10","02-Sep-2021","-","05-Sep-2021","11-Sep-2021"
"ASHIANA","Ashiana Housing Limited","EQ"," Annual General Meeting/Dividend - Rs 0.40 Per Share","2","02-Sep-2021","-","04-Sep-2021","08-Sep-2021"
"COALINDIA","Coal India Limited","EQ"," Dividend - Rs 3.50 Per Share","10","02-Sep-2021","03-Sep-2021","-","-"
"MANALIPETC","Manali Petrochemicals Limited","EQ"," Annual General Meeting/Dividend - Rs 1.50 Per Share","5","02-Sep-2021","-","06-Sep-2021","28-Sep-2021"
"697GS2026","GOVERNMENT OF INDIA","GS"," Interest Payment","100","02-Sep-2021","04-Sep-2021","-","-"
"AMBER","Amber Enterprises India Limited","EQ"," Annual General Meeting","10","02-Sep-2021","-","04-Sep-2021","09-Sep-2021"
"MMP","MMP Industries Limited","EQ"," Dividend - Re 1  Per Share","10","02-Sep-2021","-","04-Sep-2021","15-Sep-2021"
"JYOTISTRUC","Jyoti Structures Limited","EQ"," Annual General Meeting","2","02-Sep-2021","-","06-Sep-2021","13-Sep-2021"
"NATNLSTEEL","National Steel And Agro Industries Limited","EQ"," Annual General Meeting","10","02-Sep-2021","-","04-Sep-2021","10-Sep-2021"
"PNBGILTS","PNB Gilts Limited","EQ"," Dividend - Rs 3 Per Share","10","02-Sep-2021","04-Sep-2021","-","-"
"KOVAI","Kovai Medical Center and Hospital Limited","EQ"," Annual General Meeting/Dividend - Rs 3 Per Share","10","02-Sep-2021","-","04-Sep-2021","16-Sep-2021"
"ZEEL","Zee Entertainment Enterprises Limited","EQ"," Annual General Meeting/Dividend - Rs 2.50 Per Share","1","02-Sep-2021","03-Sep-2021","-","-"
"YUKEN","Yuken India Limited","EQ"," Annual General Meeting/Dividend - Rs 0.60 Per Share","10","03-Sep-2021","-","07-Sep-2021","14-Sep-2021"
"SPAL","S. P. Apparels Limited","EQ"," Annual General Meeting/Dividend - Rs 2.25 Per Share","10","03-Sep-2021","-","07-Sep-2021","13-Sep-2021"
"ADSL","Allied Digital Services Limited","EQ"," Dividend - Rs 0.75 Per Share","5","03-Sep-2021","06-Sep-2021","-","-"
"ADSL","Allied Digital Services Limited","EQ"," Annual General Meeting","5","03-Sep-2021","-","07-Sep-2021","13-Sep-2021"
"BBTC","Bombay Burmah Trading Corporation Limited","EQ"," Dividend - Rs 1.20 Per Share","2","03-Sep-2021","-","07-Sep-2021","13-Sep-2021"
"NGIL","Nakoda Group of Industries Limited","EQ"," Annual General Meeting","10","03-Sep-2021","-","07-Sep-2021","15-Sep-2021"
"BANCOINDIA","Banco Products (I) Limited","EQ"," Dividend - Rs 2 Per Share","2","03-Sep-2021","-","07-Sep-2021","21-Sep-2021"
"MOTHERSON","Samvardhana Motherson International Limited","EQ"," Annual General Meeting/Dividend - Rs 1.50 Per Share","1","03-Sep-2021","-","07-Sep-2021","10-Sep-2021"
"MMFL","MM Forgings Limited","EQ"," Annual General Meeting","10","03-Sep-2021","-","07-Sep-2021","13-Sep-2021"
"NGIL","Nakoda Group of Industries Limited","EQ"," Dividend - Rs 0.10 Per Share","10","03-Sep-2021","06-Sep-2021","-","-"
"BALRAMCHIN","Balrampur Chini Mills Limited","EQ"," Annual General Meeting","1","03-Sep-2021","-","07-Sep-2021","13-Sep-2021"
"SHYAMMETL","Shyam Metalics and Energy Limited","EQ"," Annual General Meeting/Dividend - Rs 2.70 Per Share","10","06-Sep-2021","-","08-Sep-2021","18-Sep-2021"
"LIBAS","Libas Consumer Products Limited","EQ"," Annual General Meeting/Dividend - Rs 0.01 Per Share","10","06-Sep-2021","-","08-Sep-2021","14-Sep-2021"
"SCHNEIDER","Schneider Electric Infrastructure Limited","EQ"," Annual General Meeting","2","06-Sep-2021","-","08-Sep-2021","14-Sep-2021"
"SUBROS","Subros Limited","EQ"," Dividend - Rs 0.70 Per Share","2","06-Sep-2021","-","08-Sep-2021","14-Sep-2021"
"ASHOKA","Ashoka Buildcon Limited","EQ"," Annual General Meeting","5","06-Sep-2021","-","08-Sep-2021","15-Sep-2021"
"ENGINERSIN","Engineers India Limited","EQ"," Dividend - Rs 0.60 Per Share","5","06-Sep-2021","07-Sep-2021","-","-"
"BHARATRAS","Bharat Rasayan Limited","EQ"," Annual General Meeting/Dividend - Rs 1.50 Per Sh","10","06-Sep-2021","-","08-Sep-2021","14-Sep-2021"
"DECCANCE","Deccan Cements Limited","EQ"," Dividend - Rs 5 Per Share","5","06-Sep-2021","07-Sep-2021","-","-"
"CARERATING","CARE Ratings Limited","EQ"," Annual General Meeting/Dividend - Rs 6 Per Share","10","06-Sep-2021","07-Sep-2021","-","-"
"ALBERTDAVD","Albert David Limited","EQ"," Dividend - Rs 6 Per Share","10","06-Sep-2021","07-Sep-2021","-","-"
"ALBERTDAVD","Albert David Limited","EQ"," Annual General Meeting","10","06-Sep-2021","-","08-Sep-2021","14-Sep-2021"
"ONEPOINT","One Point One Solutions Limited","EQ"," Annual General Meeting","2","06-Sep-2021","-","08-Sep-2021","14-Sep-2021"
"MUNJALAU","Munjal Auto Industries Limited","EQ"," Annual General Meeting","2","06-Sep-2021","-","08-Sep-2021","14-Sep-2021"
"PIIND","PI Industries Limited","EQ"," Annual General Meeting/Dividend - Rs 2 Per Share","1","06-Sep-2021","-","08-Sep-2021","14-Sep-2021"
"HERANBA","Heranba Industries Limited","EQ"," Dividend - Rs 0.70 Per Share","10","06-Sep-2021","07-Sep-2021","-","-"
"HERANBA","Heranba Industries Limited","EQ"," Annual General Meeting","10","06-Sep-2021","-","08-Sep-2021","14-Sep-2021"
"SUMEETINDS","Sumeet Industries Limited","EQ"," Annual General Meeting","10","06-Sep-2021","-","08-Sep-2021","14-Sep-2021"
"PRINCEPIPE","Prince Pipes And Fittings Limited","EQ"," Annual General Meeting/Dividend - Rs 2 Per Share","10","07-Sep-2021","08-Sep-2021","-","-"
"LINC","Linc Limited","EQ"," Annual General Meeting","10","07-Sep-2021","-","09-Sep-2021","15-Sep-2021"
"SABTN","Sri Adhikari Brothers Television Network Limited","EQ"," Annual General Meeting","10","07-Sep-2021","-","09-Sep-2021","10-Sep-2021"
"APCL","Anjani Portland Cement Limited","EQ"," Annual General Meeting","10","07-Sep-2021","-","09-Sep-2021","15-Sep-2021"
"SBCL","Shivalik Bimetal Controls Limited","EQ"," Annual General Meeting/Dividend - Rs 0.30 Per Share","2","07-Sep-2021","-","09-Sep-2021","15-Sep-2021"
"PRAXIS","Praxis Home Retail Limited","EQ"," Rights 11:8 @ Premium Rs 6.35/-","5","07-Sep-2021","08-Sep-2021","-","-"
"TRITURBINE","Triveni Turbine Limited","EQ"," Dividend - Rs 1.20 Per Share","1","07-Sep-2021","08-Sep-2021","-","-"
"TTL","T T Limited","EQ"," Annual General Meeting","10","07-Sep-2021","-","09-Sep-2021","15-Sep-2021"
"RSWM","RSWM Limited","EQ"," Annual General Meeting","10","07-Sep-2021","-","09-Sep-2021","15-Sep-2021"
"CYBERTECH","Cybertech Systems And Software Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","10","07-Sep-2021","-","09-Sep-2021","15-Sep-2021"
"COMPINFO","Compuage Infocom Limited","EQ"," Annual General Meeting/Dividend - Rs 0.20 Per Share","2","07-Sep-2021","-","09-Sep-2021","15-Sep-2021"
"COMPUSOFT","Compucom Software Limited","EQ"," Annual General Meeting/Dividend - Rs 0.30 Per Share","2","07-Sep-2021","-","09-Sep-2021","15-Sep-2021"
"CGCL","Capri Global Capital Limited","EQ"," Annual General Meeting/Dividend - Rs 0.40 Per Share","1","07-Sep-2021","08-Sep-2021","-","-"
"74GS2035","GOVERNMENT OF INDIA","GS"," Interest Payment","100","07-Sep-2021","08-Sep-2021","-","-"
"BEARDSELL","Beardsell Limited","EQ"," Annual General Meeting","2","07-Sep-2021","-","09-Sep-2021","15-Sep-2021"
"BEARDSELL","Beardsell Limited","EQ"," Dividend - Rs 0.10 Per Share","2","07-Sep-2021","08-Sep-2021","-","-"
"MALUPAPER","Malu Paper Mills Limited","EQ"," Annual General Meeting","10","07-Sep-2021","-","09-Sep-2021","15-Sep-2021"
"APCL","Anjani Portland Cement Limited","EQ"," Dividend - Rs 5 Per Sh","10","07-Sep-2021","08-Sep-2021","-","-"
"AMDIND","AMD Industries Limited","EQ"," Annual General Meeting","10","07-Sep-2021","-","09-Sep-2021","14-Sep-2021"
"DYNAMATECH","Dynamatic Technologies Limited","EQ"," Annual General Meeting","10","07-Sep-2021","-","09-Sep-2021","16-Sep-2021"
"PARAGMILK","Parag Milk Foods Limited","EQ"," Dividend - Rs 0.50 Per Share","10","07-Sep-2021","08-Sep-2021","-","-"
"NAVKARCORP","Navkar Corporation Limited","EQ"," Annual General Meeting","10","07-Sep-2021","-","09-Sep-2021","15-Sep-2021"
"KIOCL","KIOCL Limited","EQ"," Annual General Meeting/Dividend - Rs 1.64 Per Share","10","07-Sep-2021","-","09-Sep-2021","15-Sep-2021"
"KKCL","Kewal Kiran Clothing Limited","EQ"," Annual General Meeting","10","07-Sep-2021","-","09-Sep-2021","15-Sep-2021"
"SWANENERGY","Swan Energy Limited","EQ"," Annual General Meeting/Dividend - Rs 0.10 Per Share","1","07-Sep-2021","-","09-Sep-2021","15-Sep-2021"
"INDNIPPON","India Nippon Electricals Limited","EQ"," Annual General Meeting","5","08-Sep-2021","-","11-Sep-2021","17-Sep-2021"
"GUJGASLTD","Gujarat Gas Limited","EQ"," Dividend - Rs 2 Per Share","2","08-Sep-2021","09-Sep-2021","-","-"
"GULFOILLUB","Gulf Oil Lubricants India Limited","EQ"," Annual General Meeting/Dividend - Rs 9 Per Share","2","08-Sep-2021","-","10-Sep-2021","16-Sep-2021"
"GULPOLY","Gulshan Polyols Limited","EQ"," Annual General Meeting/Dividend - Rs 0.40 Per Share","1","08-Sep-2021","-","11-Sep-2021","18-Sep-2021"
"INCREDIBLE","INCREDIBLE INDUSTRIES LIMITED","EQ"," Annual General Meeting","10","08-Sep-2021","-","10-Sep-2021","16-Sep-2021"
"EIDPARRY","EID Parry India Limited","EQ"," Annual General Meeting","1","08-Sep-2021","-","10-Sep-2021","16-Sep-2021"
"JASH","Jash Engineering Limited","EQ"," Annual General Meeting","10","08-Sep-2021","-","10-Sep-2021","16-Sep-2021"
"JINDCOT","Jindal Cotex Limited","EQ"," Annual General Meeting","10","08-Sep-2021","-","13-Sep-2021","15-Sep-2021"
"NDGL","Naga Dhunseri Group Limited","EQ"," Dividend - Rs 2.50 Per Share","10","08-Sep-2021","-","11-Sep-2021","17-Sep-2021"
"HINDNATGLS","Hindusthan National Glass & Industries Limited","EQ"," Annual General Meeting","2","08-Sep-2021","-","11-Sep-2021","18-Sep-2021"
"ISGEC","Isgec Heavy Engineering Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","1","08-Sep-2021","-","11-Sep-2021","17-Sep-2021"
"MUKANDLTD","Mukand Limited","EQ"," Dividend - Re 1 Per Share","10","08-Sep-2021","10-Sep-2021","-","-"
"MUTHOOTFIN","Muthoot Finance Limited","EQ"," Annual General Meeting","10","08-Sep-2021","-","12-Sep-2021","18-Sep-2021"
"HISARMETAL","Hisar Metal Industries Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","10","08-Sep-2021","-","13-Sep-2021","23-Sep-2021"
"PILANIINVS","Pilani Investment and Industries Corporation Limited","EQ"," Annual General Meeting/Dividend - Rs 15 Per Share","10","08-Sep-2021","-","10-Sep-2021","16-Sep-2021"
"NTPC","NTPC Limited","EQ"," Dividend - Rs 3.15 Per Share","10","08-Sep-2021","10-Sep-2021","-","-"
"KAMDHENU","Kamdhenu Limited","EQ"," Dividend - Rs 0.80 Per Share","10","08-Sep-2021","10-Sep-2021","-","-"
"NITINSPIN","Nitin Spinners Limited","EQ"," Annual General Meeting/Dividend - Rs 1.50 Per Share","10","08-Sep-2021","-","10-Sep-2021","16-Sep-2021"
"LOTUSEYE","Lotus Eye Hospital and Institute Limited","EQ"," Annual General Meeting/Dividend - Rs 0.50 Per Share","10","08-Sep-2021","-","11-Sep-2021","17-Sep-2021"
"JOCIL","Jocil Limited","EQ"," Dividend - Rs 3 Per Share","10","08-Sep-2021","-","11-Sep-2021","18-Sep-2021"
"JSL","Jindal Stainless Limited","EQ"," Annual General Meeting","2","08-Sep-2021","-","13-Sep-2021","14-Sep-2021"
"NDTV","New Delhi Television Limited","EQ"," Annual General Meeting","4","08-Sep-2021","-","13-Sep-2021","15-Sep-2021"
"JSLHISAR","Jindal Stainless (Hisar) Limited","EQ"," Annual General Meeting","2","08-Sep-2021","-","13-Sep-2021","14-Sep-2021"
"UTTAMSUGAR","Uttam Sugar Mills Limited","EQ"," Annual General Meeting","10","08-Sep-2021","-","11-Sep-2021","17-Sep-2021"
"VADILALIND","Vadilal Industries Limited","EQ"," Annual General Meeting","10","08-Sep-2021","-","11-Sep-2021","18-Sep-2021"
"RADIOCITY","Music Broadcast Limited","EQ"," Annual General Meeting","2","08-Sep-2021","-","10-Sep-2021","14-Sep-2021"
"UFLEX","UFLEX Limited","EQ"," Annual General Meeting/Dividend - Rs 2.50 Per Share","10","08-Sep-2021","-","11-Sep-2021","27-Sep-2021"
"UGARSUGAR","The Ugar Sugar Works Limited","EQ"," Dividend - Rs 0.20 Per Share","1","08-Sep-2021","-","10-Sep-2021","22-Sep-2021"
"PREMIERPOL","Premier Polyfilm Limited","EQ"," Annual General Meeting/Dividend - Rs 0.50 Per Share","5","08-Sep-2021","-","11-Sep-2021","17-Sep-2021"
"VEDL","Vedanta Limited","EQ"," Interim Dividend - Rs 18.50 Per Share","1","08-Sep-2021","09-Sep-2021","-","-"
"PSPPROJECT","PSP Projects Limited","EQ"," Annual General Meeting/Dividend - Rs 4 Per Share","10","08-Sep-2021","11-Sep-2021","-","-"
"PTC","PTC India Limited","EQ"," Dividend - Rs 5.50 Per Share","10","08-Sep-2021","10-Sep-2021","-","-"
"ZUARIIND","ZUARI INDUSTRIES LIMITED","EQ"," Annual General Meeting","10","08-Sep-2021","-","11-Sep-2021","17-Sep-2021"
"SUPERSPIN","Super Spinning Mills Limited","EQ"," Annual General Meeting","1","08-Sep-2021","-","10-Sep-2021","16-Sep-2021"
"SABEVENTS","Sab Events & Governance Now Media Limited","EQ"," Annual General Meeting","10","08-Sep-2021","-","12-Sep-2021","18-Sep-2021"
"SAGARDEEP","Sagardeep Alloys Limited","EQ"," Annual General Meeting","10","08-Sep-2021","-","10-Sep-2021","16-Sep-2021"
"THEMISMED","Themis Medicare Limited","EQ"," Annual General Meeting/Dividend - Rs 4.30 Per Share","1","08-Sep-2021","-","11-Sep-2021","18-Sep-2021"
"TCNSBRANDS","TCNS Clothing Co. Limited","EQ"," Annual General Meeting","2","08-Sep-2021","-","11-Sep-2021","17-Sep-2021"
"SIMPLEX","Simplex Projects Limited","EQ"," Annual General Meeting","10","08-Sep-2021","-","12-Sep-2021","18-Sep-2021"
"TBZ","Tribhovandas Bhimji Zaveri Limited","EQ"," Annual General Meeting/Dividend - Rs 2.50 Per Share","10","08-Sep-2021","-","10-Sep-2021","16-Sep-2021"
"RAMANEWS","Shree Rama Newsprint Limited","EQ"," Annual General Meeting","10","08-Sep-2021","-","12-Sep-2021","18-Sep-2021"
"SEQUENT","Sequent Scientific Limited","EQ"," Dividend - Rs 0.50 Per Share","2","08-Sep-2021","10-Sep-2021","-","-"
"CELEBRITY","Celebrity Fashions Limited","EQ"," Annual General Meeting","10","08-Sep-2021","-","10-Sep-2021","16-Sep-2021"
"STEELCITY","Steel City Securities Limited","EQ"," Dividend - Re 1 Per Share","10","08-Sep-2021","-","11-Sep-2021","17-Sep-2021"
"POWERGRID","Power Grid Corporation of India Limited","EQ"," Annual General Meeting/Dividend - Rs 3 Per Share","10","08-Sep-2021","-","10-Sep-2021","24-Sep-2021"
"PRECOT","Precot Limited","EQ"," Annual General Meeting","10","08-Sep-2021","-","11-Sep-2021","17-Sep-2021"
"SALASAR","Salasar Techno Engineering Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","1","08-Sep-2021","-","12-Sep-2021","18-Sep-2021"
"SALONA","Salona Cotspin Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","10","08-Sep-2021","-","10-Sep-2021","16-Sep-2021"
"TRIVENI","Triveni Engineering & Industries Limited","EQ"," Annual General Meeting/Dividend - Rs 1.75 Per Share","1","08-Sep-2021","10-Sep-2021","-","-"
"TVTODAY","TV Today Network Limited","EQ"," Dividend - Rs 2.50 Per Share","5","08-Sep-2021","09-Sep-2021","-","-"
"TVVISION","TV Vision Limited","EQ"," Annual General Meeting","10","08-Sep-2021","-","12-Sep-2021","18-Sep-2021"
"ROSSARI","Rossari Biotech Limited","EQ"," Annual General Meeting/Dividend - Rs 0.50 Per Share","2","08-Sep-2021","-","11-Sep-2021","17-Sep-2021"
"DAMODARIND","Damodar Industries Limited","EQ"," Annual General Meeting","5","08-Sep-2021","-","11-Sep-2021","14-Sep-2021"
"GSFC","Gujarat State Fertilizers & Chemicals Limited","EQ"," Annual General Meeting/Dividend - Rs 2.20 Per Share","2","08-Sep-2021","-","13-Sep-2021","27-Sep-2021"
"GSPL","Gujarat State Petronet Limited","EQ"," Dividend - Rs 2 Per Sh","10","08-Sep-2021","09-Sep-2021","-","-"
"ASIANTILES","Asian Granito India Limited","EQ"," Rights 19:29 @ Premium Rs 90/-","10","08-Sep-2021","09-Sep-2021","-","-"
"GOKEX","Gokaldas Exports Limited","EQ"," Annual General Meeting","5","08-Sep-2021","-","11-Sep-2021","17-Sep-2021"
"AARON","Aaron Industries Limited","EQ"," Annual General Meeting","10","08-Sep-2021","-","11-Sep-2021","17-Sep-2021"
"GLENMARK","Glenmark Pharmaceuticals Limited","EQ"," Annual General Meeting/Dividend - Rs 2.50 Per Share","1","08-Sep-2021","-","10-Sep-2021","24-Sep-2021"
"GLOBAL","Global Education Limited","EQ"," Dividend - Rs 0.50 Per Share","5","08-Sep-2021","11-Sep-2021","-","-"
"DPSCLTD","DPSC Limited","EQ"," Annual General Meeting/Dividend - Rs 0.05 Per Share","1","08-Sep-2021","-","13-Sep-2021","18-Sep-2021"
"DHUNINV","Dhunseri Investments Limited","EQ"," Dividend - Rs 2.50 Per Share","10","08-Sep-2021","-","10-Sep-2021","16-Sep-2021"
"DIGJAMLTD","Digjam Limited","EQ"," Annual General Meeting","10","08-Sep-2021","-","13-Sep-2021","20-Sep-2021"
"BASML","Bannari Amman Spinning Mills Limited","EQ"," Rights 21:20@ Premium Rs 25/-","5","08-Sep-2021","09-Sep-2021","-","-"
"FILATEX","Filatex India Limited","EQ"," Dividend - Rs 0.40 Per Share","1","08-Sep-2021","10-Sep-2021","-","-"
"DEEPENR","DEEP ENERGY RESOURCES LIMITED","EQ"," Annual General Meeting","10","08-Sep-2021","-","11-Sep-2021","17-Sep-2021"
"DEEPINDS","Deep Industries Limited","EQ"," Annual General Meeting","5","08-Sep-2021","-","10-Sep-2021","16-Sep-2021"
"ONGC","Oil & Natural Gas Corporation Limited","EQ"," Dividend - Rs 1.85 Per Share","5","08-Sep-2021","10-Sep-2021","-","-"
"MANGCHEFER","Mangalore Chemicals & Fertilizers Limited","EQ"," Dividend - Re 1 Per Share","10","08-Sep-2021","-","10-Sep-2021","16-Sep-2021"
"MANGLMCEM","Mangalam Cement Limited","EQ"," Annual General Meeting/Dividend - Rs 1.50 Per Share","10","08-Sep-2021","-","12-Sep-2021","18-Sep-2021"
"360ONE","360 ONE WAM LIMITED","EQ"," Annual General Meeting","1","08-Sep-2021","-","10-Sep-2021","14-Sep-2021"
"63MOONS","63 moons technologies limited","EQ"," Annual General Meeting/Dividend - Rs 2 Per Share","2","08-Sep-2021","-","12-Sep-2021","18-Sep-2021"
"DUCON","Ducon Infratechnologies Limited","EQ"," Annual General Meeting","1","08-Sep-2021","-","11-Sep-2021","17-Sep-2021"
"1018GS2026","GOVERNMENT OF INDIA","GS"," Interest Payment","100","08-Sep-2021","09-Sep-2021","-","-"
"ALICON","Alicon Castalloy Limited","EQ"," Annual General Meeting","5","08-Sep-2021","-","10-Sep-2021","17-Sep-2021"
"GARFIBRES","Garware Technical Fibres Limited","EQ"," Annual General Meeting/Dividend - Rs 2.50 Per Share","10","08-Sep-2021","-","10-Sep-2021","16-Sep-2021"
"GENUSPAPER","Genus Paper & Boards Limited","EQ"," Annual General Meeting","1","08-Sep-2021","-","13-Sep-2021","18-Sep-2021"
"GENUSPOWER","Genus Power Infrastructures Limited","EQ"," Annual General Meeting/Dividend - Rs 0.50 Per Share","1","08-Sep-2021","-","10-Sep-2021","16-Sep-2021"
"AJMERA","Ajmera Realty & Infra India Limited","EQ"," Annual General Meeting","10","08-Sep-2021","-","11-Sep-2021","16-Sep-2021"
"AJMERA","Ajmera Realty & Infra India Limited","EQ"," Dividend - Rs 1.40 Per Share","10","08-Sep-2021","10-Sep-2021","-","-"
"AKASH","Akash Infra Projects Limited","EQ"," Dividend - Rs 0.10 Per Share","10","08-Sep-2021","10-Sep-2021","-","-"
